mu_g,Tgran,seed,mu,a_c,a_n,a_t,f_mean,cv_f,pr_f,ncon,chi,E
0.1,0.003,2,0.17083365938551404,0.13221490106861317,0.20269638177274846,0.006756032598999565,9.539445087876128,0.7085388044447309,0.6657728538831484,7850.15,0.0772757196030461,100000.0
0.1,0.005,1,0.16005331743583037,0.1202703471424933,0.19567411661663542,0.004162171783435788,9.4679556837047,0.7042861897056502,0.6684656016565517,7906.0,0.09238769512175121,100000.0
0.1,0.005,2,0.15739929790952273,0.12309288149882842,0.18716289142067366,0.004542822934638984,9.36369224477276,0.698723547504294,0.6719564793108245,7891.0,0.09242678220272157,100000.0
0.1,0.008,1,0.1451516502432847,0.11005710046481335,0.1771858593604646,0.003060336967997441,9.335580994225356,0.6930036164066509,0.675568747291907,7925.8,0.10997656842735512,100000.0
0.1,0.008,2,0.14381102641930893,0.1088441989317916,0.1753202749375111,0.0034575813156506674,9.437409515663688,0.6890756165450382,0.6780568992469089,7942.5,0.10789225342920686,100000.0
0.1,0.013,1,0.13598108394242764,0.10667564670962677,0.1630706787165426,0.0022158425136340042,9.310932735665299,0.6865906667243198,0.6796305953902878,7943.1,0.13768384542133597,100000.0
0.1,0.013,2,0.1319877594146584,0.10188345655851265,0.16000115161196152,0.0020909143774943085,9.34575406615646,0.6937999164434132,0.6750677993595497,7936.4,0.13651740755714645,100000.0
0.1,0.02,1,0.12784579975343668,0.10462757708980122,0.14998228023515048,0.0010817435663286149,9.348512403442811,0.6865552250549377,0.6796531603247807,7942.85,0.1654796475367061,100000.0
0.1,0.02,2,0.1270795679303584,0.09981283914568875,0.15306920020830114,0.001277101959723335,9.360264666883449,0.6853343519545194,0.6804246164189875,7928.95,0.16544998491896531,100000.0
0.1,0.03,1,0.12064951937045557,0.10299076143432584,0.13685091777466427,0.0014573554241637259,9.418894986484808,0.6807115396290719,0.6833634946208726,7882.45,0.1962069998288508,100000.0
0.1,0.03,2,0.11614267073265874,0.09518041066803089,0.13570136337230496,0.0014035631513866114,9.401139157142312,0.6817839051326665,0.6826806335308271,7869.4,0.19526226652028317,100000.0
