I,P,Tgran,Theta,a_c,label,mu,mu_g,n_contacts,n_samples,seed,tau
0.0003311552228070176,9.11899654736842,0.008,0.0006777376129824561,,mu1.0_T0.008_s3,0.3351710145614035,1.0,,57,3,-3.0569782350877195
0.00033127425789473687,9.112868933333333,0.02,0.0013523000157894738,,mu1.0_T0.02_s1,0.29837012947368424,1.0,,57,1,-2.7205602350877194
0.00033043374894736846,9.160597078947369,0.02,0.001291852247368421,,mu1.0_T0.02_s2,0.301822828245614,1.0,,57,2,-2.7690243140350876
0.00032935034807017545,9.219891507017543,0.02,0.0012731760578947367,,mu1.0_T0.02_s3,0.3052927454385964,1.0,,57,3,-2.8168438403508773
0.000329371918245614,9.21944843859649,0.0005,0.00010464191429824564,0.06092652901190652,mu1.5_T0.0005_s1,0.34769226105263157,1.5,7563.777777777777,57,1,-3.2097197666666664
0.0003306997322807018,9.146054310526313,0.0005,0.00011468442492982456,0.0572714568740984,mu1.5_T0.0005_s2,0.34228505982456137,1.5,7470.555555555556,57,2,-3.1340598052631576
0.0003291950824561404,9.228393192982459,0.0005,0.0001144927146491228,0.06008620259614342,mu1.5_T0.0005_s3,0.3449685819298246,1.5,7513.611111111111,57,3,-3.1848711298245616
0.00032890805052631576,9.245105168421054,0.001,0.00018085175175438598,0.06442286391821174,mu1.5_T0.001_s1,0.34721088070175443,1.5,7466.722222222223,57,1,-3.2111334964912275
0.0003330687108771929,9.014529975438597,0.001,0.0001885526103508772,0.05603737719273374,mu1.5_T0.001_s2,0.31834849192982456,1.5,7475.333333333333,57,2,-2.8703214105263157
0.0003307148835087719,9.14389196491228,0.001,0.00016708620105263157,0.05597266236740058,mu1.5_T0.001_s3,0.34183832578947365,1.5,7544.222222222223,57,3,-3.127773940350877
0.00033038647192982454,9.163154650877194,0.003,0.0003765813610526316,0.05941542065478669,mu1.5_T0.003_s1,0.33459199631578945,1.5,7617.888888888889,57,1,-3.068847089473684
0.0003371819278947368,8.79663841754386,0.003,0.0003867015654385965,0.059094865955125676,mu1.5_T0.003_s2,0.3267586692982457,1.5,7539.166666666667,57,2,-2.8758931105263157
0.00033503215684210525,8.90945042631579,0.003,0.0004081086238596491,0.05880703448740999,mu1.5_T0.003_s3,0.34050416491228064,1.5,7504.277777777777,57,3,-3.0354864280701754
0.0003331593419298245,9.010043468421053,0.008,0.0007585533996491227,0.06052712374337886,mu1.5_T0.008_s1,0.33006737403508773,1.5,7871.944444444444,57,1,-2.975130596491228
0.000335975173508772,8.859593998245614,0.008,0.0007961242177192983,0.05665608438147312,mu1.5_T0.008_s2,0.3146044805263158,1.5,7811.333333333333,57,2,-2.7881888771929826
